supplier_name,part_no,part_description,new_commodity_description,new_commodity_group
J.J. Haines & Company,190556-072,Armstrong tural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125 - WEATHERED ARBOR FAWN (NA236),LVT,1VNL
J.J. Haines & Company,1000012849,Armstrong Chassis 7x48 CHA 7483	Farnham Glue Down,Vinyl Tile,1VNL
J.J. Haines & Company,126732-155,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Faire White (52520),VCT,1VNL
Ecore International Inc.,191681-004,Ecore International Bounce 2 Rubber Back Sheet Vinyl Vinyl 6' 7.0MM - Graphite (ES206),ROLL,1VNL
Milliken & Company,187385-001,Milliken Wood Rosewood Micro Beveled plank 7in x 48in 2.5 MM - RSW208 (RSW208),LVP,1VNL
J.J. Haines & Company,1000021407,"Armstrong Medintone 6.5'1/8"" H2006 Calming Gray Sheet Vinyl",ROLL,1VNL
J.J. Haines & Company,190556-096,Armstrong tural Creations ArborArt Diamond 10 Solid/Luxury Vinyl 6in x 36in .125 - TUSTIN NAVALE SAND DUNES (NA226),LVT,1VNL
Milliken & Company,202671-002,Milliken Metro Park Pike 22 mil Micro Bevel RigidForm LVT 7in x 48in 6.2 mm - DEW (PKK121-204),LVT,1VNL
Mohawk Industries,209976-007,Mohawk Reforestation (C0188) 20 mil glue down 9.25in x 59in 4.5 mm - Cumberland (838),VCT,1VNL
"Interface Americas, Inc.",215204-006,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Dark Wash (07),LVT,1VNL
J.J. Haines & Company,126732-064,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Gentian Blue (51946),VCT,1VNL
"Mannington Mills, Inc.",194461-035,Mannington Color Anchor Stride 20 mil Micro-Bevel Glue Down Plank 12in x 24in 2.5 MM - JADE (C173),LVP,1VNL
Tarkett USA Inc,207867-002,Tarkett Contour Substrate 32 mil Square Edge (SE) 18in x 18in 3.05mm - Zinc (0961),LVT,1VNL
Milliken & Company,189473-001,Milliken Freelay Heritage Wood High Performance LVT 9in x 59.72in 5.0mm - HER218 (HER218),LVT,1VNL
Fishman Flooring Solutions,213949-003,Tarkett VCT II Solids Phthalate-Free Vinyl 12in x 12in .125 - Black (69),VCT,1VNL
"Interface Americas, Inc.",195433-016,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Orange (16),LVP,1VNL
"Interface Americas, Inc.",191437-009,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Light Concrete (A00308),LVT,1VNL
"Shaw Industries, Inc.",201579-002,Shaw Hospitality Designs Repose (4089V) 12 Mil Micro Beveled 7in x 48in 4.4mm - Cape (89111),VCT,1VNL
Fishman Flooring Solutions,215520-002,Tarkett Acczent Stone 32 Mil Wear Layer Heterogeneous 6' 6in 2.0 MM - Granito Warm Grey (28110),ROLL,1VNL
"Forbo Industries, Inc",1000017324,"Forbo Allure LVT 12.5""x70""x20mil - Light Giant Oak (Allura DR7)",LVT,1VNL
Milliken & Company,202306-001,Milliken tural Gunnison 28 mil Micro Bevel Loose Lay 9in x 60in 5.0mm - Brook (GUN208-176),VCT,1VNL
"RW Supply and Design, LLC",1000008466,"RW Supply+ Design 1081 Juniper (Brushed Suede) 7""x48"" 5mm LVT",LVT,1VNL
J.J. Haines & Company,126732-146,Armstrong Standard Excelon Imperial Texture Vinyl Composition 12in x 12in 1/8in - Impasto (59235),VCT,1VNL
Mohawk Industries,1000022662,"Mohawk	Second Home C2071 7.46"" X 47.80""20 mil 838 Wheat Click",Vinyl Tile,1VNL
William M. Bird,1000024454,"AHF Iliad 12in x 12in 1/8"" VCT - Falcon Gray",Vinyl Tile,1VNL
Mohawk Industries,1000024770,"Mohawk RevWood Contract, Voxwood C0182 7.5in x 54.34in 9.5 mm Click - Heriloom Oak (04)",Vinyl Tile,1VNL
"Mannington Mills, Inc.",205261-007,Mannington No Reservations Xpress Wood 20 Mil Luxury Vinyl Plank 7.25in x 48in 4 mm - Inhibition (NR101),LVP,1VNL
"Interface Americas, Inc.",191437-007,Interface Textured Stones (A003 22 mil) High Performance LVT 50cm x 50cm 4.5 mm - Medium Concrete (A00309),LVT,1VNL
Fishman Flooring Solutions,1000026292,Johnsonite Optima IQ Homogeneous Vinyl 24in x 24in .080in - Greyed Opal (202),Vinyl Tile,1VNL
TILE BAR,1000024384,"TileBar Pergola Hexagon 12.5"" Matte Porcelain Graphite Ceramic",Vinyl Tile,1VNL
Karndean International LLC,1000024762,"Karndean EW11 9""x56"" planks 3mm 30 mil ew11 weathered wood vinyl tile",Vinyl Tile,1VNL
"Forbo Industries, Inc",1000026622,"Forbo Marmoleum Cocoa 33M x 220CM .1"" - Chocolate Blues (3583)",ROLL,1VNL
"Interface Americas, Inc.",195433-015,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Chartreuse (15),LVP,1VNL
Dal Tile Corporation,195838-001,"Dal Tile Idyllic Blends Hexagon Mosaic Mesh Mounted Glass, Stone & LVT 2in 10 7/8in x 11 1/16in sheet Walls Backsplashes - TRANQUIL SNOW (IB01)",LVT,1VNL
"Interface Americas, Inc.",215204-008,Interface Northern Grain (A026xx) 22 mil LVT 25cm x 1m 4.5 mm - Glazed Oak (01),LVT,1VNL
"Interface Americas, Inc.",195433-014,Interface Studio Set (A007xx) 22 mil vinyl plank 25cm x 1m 4.5 mm - Yellow (14),LVP,1VNL
"Bentley Mills, Inc.",212456-006,Bentley Ground Rules (BGRRUL648U) 20 Mil Direct Glue 6in x 48in 2.5 MM - Wait Your Turn (802015),VCT,1VNL
J.J. Haines & Company,211285-003,Armstrong Biome Selva 0.020in Wear Layer Diamond 10 LVT 6in x 48in 2.5 MM - MANGROVE (ST274),LVT,1VNL
J.J. Haines & Company,191791-029,Armstrong Crown Texture (Premium Excelon Crown Tex) Vinyl Composition 12in x 12in 3.2 MM - SMOKEY BROWN (5C868),VCT,1VNL
Chilewich Sultan LLC,1000026638,Chilewich Ikat Tile 18in x 18in x 0.13in - Fawn,LVT,1VNL
Chilewich Sultan LLC,1000026639,Chilewich Ikat Tile 18in x 18in x 0.13in - Bone,LVT,1VNL
"Mannington Mills, Inc.",1000027781,Mannington BioSpec MD 6ft 6in 0.080in - Cherry Tomato (15508),ROLL,1VNL
Karndean International LLC,1000028167,"Karndean International K-Trade (Pvp5121) Glue Down 7""X 48"" 20 Mil - Athens",LVT,1VNL
Milliken & Company,187378-007,Milliken Wood Kokutan Micro Beveled plank 7in x 48in 2.5 MM - KOK121 (KOK121),LVP,1VNL
Mohawk Industries,1000028373,"Mohawk Juniperus II (C2059) 6'6"" 2mm - Cypress (842)",LVT,1VNL
Mohawk Industries,1000028290,"Mohawk Sisalana II (C2055) 6'6"" 2mm - Twine (935)",ROLL,1VNL
Karndean International LLC,191758-007,Karndean Longboard 20 mil LooseLay 10in x 59in 4.5 mm - CHAMPAGNE OAK (LLP310),VCT,1VNL
Tiles & Textiles dba Boss flooring,1000026452,Boss Flooring Titan 7in x 48in 4.5MM - Ashwood,LVP,1VNL
Spartan Surfaces,1000029643,"Aspecta Contours Chambord 8.46"" x 42.32"" 8 MM - Ble (6616724X)",LVT,1VNL
Long's Carpet Inc.,206913-001,Eagle Creek Floors Evolution (DVRVPxxx-C) Syncor-S SPC Vinyl Tile 12in x 24in 6 mm - COLTON (556),VCT,1VNL
Tarkett USA Inc,1000027359,"Tarkett North Island Oak Plank (251334001) 7.2"" X 48"" 2.5mm - Napier (4671)",LVT,1VNL
Karndean International LLC,199017-009,Karndean Opus Wood Plank 20 Mil Microbeveled 6in x 36in 2.5 MM - LUTEUS (WP321),VCT,1VNL
Tarkett USA Inc,1000029995,Tarkett Castlerock Sandstone PSCN 12in x 24in - Surinse Sand (4654),LVP,1VNL
