invoice_id,site,new_commodity_group,invoice_commodity_quantity,multiple_commodities,priority_multiple_commodities,freight_per_invoice,invoice_total,invoice_commodity_group,invoice_commodity_description,location,supplier_name,model,supplier_mode,supplier_match_flag,standardization_status,error_summary,priority_failure_reasons,method,unit,rate_unit,freight_class,applied_rate,shipment_type,invoice_freight_commodity_cost,base_rate,inflation_rate,fsc_rate,intertim_rate,xgs_rebate,star_net_rebate,raw_invoice_cost,minimum_applied,freight_class_rank,ltl_only_cost,ftl_cost,ltl_fallback_cost,xgs_threshold_cost,xgs_method,optimal_cost,optimal_method,ftl_blocked,penalty_vs_optimal,hybrid_overflow_flag,hybrid_num_truckloads,hybrid_overflow_qty,hybrid_overflow_cost,hybrid_ftl_cost_component,hybrid_cost_total,hybrid_overflow_class,hybrid_overflow_rate,realistic_optimal_cost,realistic_optimal_method,xgs_rate,historical_rate,rate_ratio_normal,pct_difference,savings_flag,freight_ratio_normal_site,rate_ratio_normal_outlier,pct_difference_outlier
362795,SPT,1VNL,126.3,False,False,59.13,347.08,1VNL,LVP,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,L5C,0.2536401650943396,LTL,95.35,0.22833,0.2154056603773585,0.280027358490566,0.2584867924528302,0.0215405660377358,0.0048466273584905,32.03,True,1.0,95.35,2128.139858490566,95.35,95.35,LTL,95.35,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,95.35,LTL,0.7549485352335709,0.46817102137767225,1.6125486216810416,61.25486216810416,SAVINGS,0.9769016566495479,OK,OK
362914,SPS,1CPT,2322.5,False,False,1459.06,57630.48,1CPT,Carpet Tiles,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,2M,0.9234488207547168,FTL,2144.71,0.8313,0.7842452830188679,1.0195188679245282,0.9410943396226414,0.0784245283018867,0.0176455188679245,2144.71,False,4.0,2144.71,2048.796933962264,2144.71,2048.796933962264,FTL,2048.796933962264,FTL,False,0.0,False,1,0.0,0.0,2048.796933962264,2048.796933962264,,,2048.796933962264,FTL,0.8821515323841826,0.6282282023681378,1.4041896385085357,40.418963850853565,SAVINGS,1.1719470025948686,OK,OK
366183,SPLA,1VNL,526.13,False,False,191.48,1448.63,1VNL,LVT,GA,"MANNINGTON MILLS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,CWT,LBS,CWT,5C,0.3369205188679245,LTL,177.26,0.3033,0.2861320754716981,0.3719716981132075,0.3433584905660378,0.0286132075471698,0.0064379716981132,177.26,False,2.0,177.26,3973.584905660377,177.26,177.26,LTL,177.26,LTL,False,0.0,False,1,0.0,0.0,3973.584905660377,3973.584905660377,,,177.26,LTL,0.3369129302643833,0.36394047098625815,0.9257363693336118,-7.426363066638822,LOSS,1.7142534355850483,OK,OK
366189,SPWV,1VNL,22.37,False,False,25.7,97.84,1VNL,VCT,GA,"MANNINGTON MILLS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,L5C,0.3832095990566038,LTL,148.31,0.34497,0.3254433962264151,0.4230764150943396,0.3905320754716981,0.0325443396226415,0.0073224764150943,8.57,True,1.0,148.31,3653.665330188679,148.31,148.31,LTL,148.31,LTL,False,0.0,False,1,0.0,0.0,3653.665330188679,3653.665330188679,,,148.31,LTL,6.629861421546714,1.1488600804649083,5.770817120622568,477.0817120622568,SAVINGS,1.3540436886339244,HIGH,HIGH
367488,SPCP,1CPT,1893.27,False,False,1650.0,64091.69,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,1M,0.9100075471698114,LTL,1722.89,0.8192,0.7728301886792452,1.0046792452830189,0.9273962264150944,0.0772830188679245,0.017388679245283,1722.89,False,3.0,1722.89,1986.7924528301885,1722.89,1722.89,LTL,1722.89,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,1722.89,LTL,0.9100075530695569,0.8715080257966376,1.0441757575757575,4.417575757575763,SAVINGS,0.7569827268861484,OK,OK
368521,SPHV,1CPT,47.97,False,False,83.43,1297.7700000000002,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,1.249594103773585,LTL,116.87,1.1249,1.0612264150943396,1.3795943396226416,1.2734716981132077,0.1061226415094339,0.0238775943396226,59.94,True,1.0,116.87,712.5870283018868,116.87,116.87,LTL,116.87,LTL,False,0.0,False,1,0.0,0.0,712.5870283018868,712.5870283018868,,,116.87,LTL,2.4363143631436315,1.7392120075046906,1.4008150545367373,40.08150545367373,SAVINGS,0.9865009344874444,OK,OK
368522,SPSA,1VNL,51.63,False,False,92.7,259.58,1VNL,VCT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,L5C,0.2799339622641509,LTL,108.59,0.252,0.2377358490566037,0.3090566037735848,0.2852830188679245,0.0237735849056603,0.0053490566037735,14.45,True,1.0,108.59,2227.415094339622,108.59,108.59,LTL,108.59,LTL,False,0.0,False,1,0.0,0.0,2227.415094339622,2227.415094339622,,,108.59,LTL,2.103234553554135,1.7954677513073793,1.171413160733549,17.141316073354904,SAVINGS,1.2346731917298828,OK,OK
368578,SPTM,1CPT,1162.67,False,False,1151.04,14603.13,1CPT,Carpet Tiles,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,1M,1.3345740566037736,LTL,1551.67,1.2014,1.1333962264150943,1.4734150943396227,1.3600754716981132,0.1133396226415094,0.0255014150943396,1551.67,False,3.0,1551.67,3611.611556603773,1551.67,1551.67,LTL,1551.67,LTL,False,0.0,False,1,0.0,0.0,3611.611556603773,3611.611556603773,,,1551.67,LTL,1.3345747288568552,0.9899971617053849,1.3480591465109815,34.80591465109815,SAVINGS,1.6608063162616375,OK,OK
368579,SPN,1CPT,40.0,False,False,23.6,732.4,1CPT,Carpet Tiles,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,L5C,0.6047462264150943,LTL,49.19,0.5444,0.5135849056603773,0.6676603773584905,0.6163018867924528,0.0513584905660377,0.0115556603773584,24.19,True,1.0,49.19,666.7068396226415,49.19,49.19,LTL,49.19,LTL,False,0.0,False,1,0.0,0.0,666.7068396226415,666.7068396226415,,,49.19,LTL,1.22975,0.5900000000000001,2.084322033898305,108.43220338983046,SAVINGS,1.5999046051888348,OK,OK
371052,SPD,1CPT,740.4,True,False,0.0,19213.840000000004,1CPT,Carpet Tiles,GA,ENGINEERED FLOORS LLC,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Unsupported commodity group '1ADH',No priority errors found,AREA,SQYD,SQYD,5C,1.2371525943396229,LTL,915.99,1.1137,1.0506603773584904,1.3658584905660376,1.2607924528301886,0.105066037735849,0.023639858490566,915.99,False,2.0,915.99,4052.5875,915.99,915.99,LTL,915.99,LTL,False,0.0,False,1,0.0,0.0,4052.5875,4052.5875,,,915.99,LTL,1.2371555915721233,,,,LOSS,2.001901920220323,MISSING,MISSING
371127,SPTM,1VNL,173.14,False,False,0.0,194.49,1VNL,VCT,Is_Distributor,GALLEHER CORPORATION,0.0,Distributor,Supplier Matched,SUCCESS,Standardization successful,No priority errors found,CWT,LBS,CWT,L5C,0.3703126415094339,LTL,135.07,0.33336,0.3144905660377358,0.4088377358490565,0.3773886792452829,0.0314490566037735,0.007076037735849,64.12,True,1.0,135.07,3611.611556603773,135.07,135.07,LTL,135.07,LTL,False,0.0,False,1,0.0,0.0,3611.611556603773,3611.611556603773,,,135.07,LTL,0.7801201339956105,,,,LOSS,1.6608063162616375,MISSING,MISSING
371377,SPCP,1VNL,5317.43,False,False,0.0,10091.65,1VNL,LVP,not in GA,"FORBO INDUSTRIES, INC",0.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,5M,0.1257703301886792,LTL,668.77,0.11322,0.1068113207547169,0.138854716981132,0.1281735849056604,0.0106811320754716,0.0024032547169811,668.77,False,6.0,668.77,1986.7924528301885,668.77,668.77,LTL,668.77,LTL,False,0.0,False,1,0.0,0.0,1986.7924528301885,1986.7924528301885,,,668.77,LTL,0.12576940364048045,,,,LOSS,0.7569827268861484,MISSING,MISSING
371523,SPJ,1VNL,4989.39,True,False,385.38,15204.78,1VNL,VCT,Is_Distributor,COMMERCIAL FLOORING DISTRIBUTORS,0.0,Distributor,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Unsupported commodity group '1ADH'; Standardization successful,No priority errors found,CWT,LBS,CWT,3M,0.1299693396226415,LTL,648.47,0.117,0.110377358490566,0.1434905660377358,0.1324528301886792,0.0110377358490566,0.0024834905660377,648.47,False,5.0,648.47,2128.139858490566,648.47,648.47,LTL,648.47,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,648.47,LTL,0.12996979590691446,0.07723990307432371,1.682676838445171,68.2676838445171,SAVINGS,1.0127785974276275,OK,OK
373706,SPW,1CPT,239.97,False,False,331.85,7191.05,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,L5C,0.8536875,LTL,204.86,0.7685,0.725,0.9425,0.87,0.0725,0.0163125,204.86,False,1.0,204.86,2128.139858490566,204.86,204.86,LTL,204.86,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,204.86,LTL,0.853690044588907,1.3828811934825187,0.617327105620009,-38.267289437999096,LOSS,0.9630804960563666,OK,OK
373709,SPLV,1VNL,10911.4,False,False,1014.28,31550.22,1VNL,LVT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,10M,0.0732827122641509,LTL,799.62,0.06597,0.0622358490566037,0.0809066037735849,0.0746830188679245,0.0062235849056603,0.0014003066037735,799.62,False,7.0,799.62,1172.2167452830188,799.62,799.62,LTL,799.62,LTL,False,0.0,False,1,0.0,0.0,1172.2167452830188,1172.2167452830188,,,799.62,LTL,0.07328298843411478,0.09295599098190883,0.7883621879559884,-21.163781204401154,LOSS,0.98055702023745,OK,OK
373761,SPWV,1CPT,2302.11,False,False,0.0,27603.38,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,2M,1.4563231132075471,FTL,3352.62,1.311,1.2367924528301886,1.6078301886792452,1.4841509433962263,0.1236792452830188,0.0278278301886792,3352.62,False,4.0,3352.62,3653.665330188679,3352.62,3352.62,LTL,3352.62,LTL,False,0.0,False,1,0.0,0.0,3653.665330188679,3653.665330188679,,,3352.62,LTL,1.4563248498116943,,,,LOSS,1.3540436886339244,MISSING,MISSING
376353,SPLA,1VNL,789.2,False,False,125.88,2011.61,1VNL,LVT,GA,"MANNINGTON MILLS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,5C,0.3369205188679245,LTL,265.9,0.3033,0.2861320754716981,0.3719716981132075,0.3433584905660378,0.0286132075471698,0.0064379716981132,265.9,False,2.0,265.9,3973.584905660377,265.9,265.9,LTL,265.9,LTL,False,0.0,False,1,0.0,0.0,3973.584905660377,3973.584905660377,,,265.9,LTL,0.3369234668018246,0.15950329447541814,2.1123292024149984,111.23292024149984,SAVINGS,1.7142534355850483,OK,OK
376360,SPT,1CPT,160.0,True,False,190.71,5592.71,1CPT,Carpet Tiles,GA,"MANNINGTON MILLS, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful; Unsupported commodity group '1ADH',No priority errors found,AREA,SQYD,SQYD,L5C,0.8702391509433962,LTL,139.24,0.7834,0.7390566037735848,0.9607735849056604,0.8868679245283019,0.0739056603773584,0.0166287735849056,139.24,False,1.0,139.24,2128.139858490566,139.24,139.24,LTL,139.24,LTL,False,0.0,False,1,0.0,0.0,2128.139858490566,2128.139858490566,,,139.24,LTL,0.8702500000000001,1.1919375,0.7301137853285092,-26.98862146714907,LOSS,0.9769016566495479,OK,OK
376414,SPS,1CBL,2100.0,False,False,1554.0,40845.0,1CBL,Carpet Roll,GA,MOHAWK INDUSTRIES,1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,2M,0.5432051886792453,LTL,1140.73,0.489,0.4613207547169811,0.5997169811320754,0.5535849056603773,0.0461320754716981,0.010379716981132,1140.73,False,4.0,1140.73,2048.796933962264,1140.73,1140.73,LTL,1140.73,LTL,False,0.0,False,1,0.0,0.0,2048.796933962264,2048.796933962264,,,1140.73,LTL,0.543204761904762,0.74,0.7340604890604892,-26.593951093951084,LOSS,1.1719470025948686,OK,OK
377417,PSP,1VNL,826.61,True,False,95.17,1655.4,1VNL,VCT,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Unsupported commodity group '1ADH'; Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,CWT,LBS,CWT,5C,0.3578155896226415,LTL,295.77,0.32211,0.303877358490566,0.3950405660377358,0.3646528301886792,0.0303877358490566,0.0068372405660377,295.77,False,2.0,295.77,3583.7780660377357,295.77,295.77,LTL,295.77,LTL,False,0.0,False,1,0.0,0.0,3583.7780660377357,3583.7780660377357,,,295.77,LTL,0.35781081767701817,0.11513289217406032,3.107807082063675,210.78070820636756,SAVINGS,1.394400720462732,OK,OK
377423,SPN,1CPT,100.0,False,False,0.0,3409.0,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.6047462264150943,LTL,60.47,0.5444,0.5135849056603773,0.6676603773584905,0.6163018867924528,0.0513584905660377,0.0115556603773584,60.47,False,1.0,60.47,666.7068396226415,60.47,60.47,LTL,60.47,LTL,False,0.0,False,1,0.0,0.0,666.7068396226415,666.7068396226415,,,60.47,LTL,0.6047,,,,LOSS,1.5999046051888348,MISSING,MISSING
377433,SPN,1CPT,140.0,False,False,0.0,4800.6,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.6047462264150943,LTL,84.66,0.5444,0.5135849056603773,0.6676603773584905,0.6163018867924528,0.0513584905660377,0.0115556603773584,84.66,False,1.0,84.66,666.7068396226415,84.66,84.66,LTL,84.66,LTL,False,0.0,False,1,0.0,0.0,666.7068396226415,666.7068396226415,,,84.66,LTL,0.6047142857142856,,,,LOSS,1.5999046051888348,MISSING,MISSING
382054,SPN,1CPT,250.65,False,False,0.0,6008.56,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Invalid commodity group 'nan' (must be a non-empty string); Standardization successful,No priority errors found,AREA,SQYD,SQYD,L5C,0.6047462264150943,LTL,151.58,0.5444,0.5135849056603773,0.6676603773584905,0.6163018867924528,0.0513584905660377,0.0115556603773584,151.58,False,1.0,151.58,666.7068396226415,151.58,151.58,LTL,151.58,LTL,False,0.0,False,1,0.0,0.0,666.7068396226415,666.7068396226415,,,151.58,LTL,0.6047476560941553,,,,LOSS,1.5999046051888348,MISSING,MISSING
382087,SPTG,1CPT,426.24,False,False,622.03,5379.29,1CPT,Carpet Tiles,GA,"SHAW INDUSTRIES, INC.",1.0,Manufacturer,Supplier Matched,SUCCESS,Standardization successful; Invalid commodity group 'nan' (must be a non-empty string),No priority errors found,AREA,SQYD,SQYD,L5C,1.9993061320754717,LTL,852.18,1.7998,1.697924528301887,2.2073018867924525,2.037509433962264,0.1697924528301886,0.0382033018867924,852.18,False,1.0,852.18,5653.592688679246,852.18,852.18,LTL,852.18,LTL,False,0.0,False,1,0.0,0.0,5653.592688679246,5653.592688679246,,,852.18,LTL,1.999296171171171,1.4593421546546546,1.3699982315965467,36.999823159654674,SAVINGS,1.8924406243169334,OK,OK
